history_commit_passrate,-1,-1,-1,-1,-1,-1,0.7972192386895686,0.680027300552
commits_files_touched,0.8261738220077675,0.921624665122967,0.8698071973626557,0.5723111860723907,0.3540404229168516,0.3540404229168516,0.8035487090304377,0.7056369338
last_10_pr_rejected,0.8327977653267328,0.9307392591434908,0.8780806984799615,0.6018631758884493,0.35693293135596427,0.35693293135596427,0.8136842178379415,0.719765072871
src_churn,0.8335344350294988,0.9328771111535407,0.8794960252134135,0.6113761518236946,0.36013036629605116,0.36013036629605116,0.8158605452313161,0.731543744874
pr_file_rejected_proportion,0.836130708005089,0.9287889400327373,0.8791813223413125,0.6047248022719325,0.3686837367417269,0.3686837367417269,0.8161993028239439,0.736874842868
is_reviewer_commit,0.8372654386169317,0.9276533086489336,0.8792669432235958,0.6001405624159425,0.3748475371558802,0.3748475371558802,0.8166974178188388,0.740478172003
commits,0.8383263431752727,0.9302679632837118,0.8810695634734963,0.614237432874229,0.37719600929304214,0.37719600929304214,0.8189018882778131,0.743979166359
text_similarity_merged,0.8378835103464374,0.9317939568218411,0.8814536110166672,0.6136526590077234,0.3733968957606666,0.3733968957606666,0.8191971133546165,0.746495015006
last_pr,0.8388991764315955,0.9332812415857454,0.8827721704108391,0.6186274737938147,0.37543573280420645,0.37543573280420645,0.8209166204695737,0.74894882359
text_similarity_rejected,0.8387170348658503,0.9331016588194563,0.8825834785316832,0.6159905834482268,0.3752282271403332,0.3752282271403332,0.8207036645991924,0.750451951613
has_test,0.8389032799636599,0.93350919687185,0.8828738214532053,0.623283424279012,0.3755141374788389,0.3755141374788389,0.8211632504104921,0.751420651103
src_deletion,0.8391878153933645,0.9329787460322374,0.8827774173177305,0.621965389941103,0.376854943406876,0.376854943406876,0.8211890817703171,0.752108935918
has_body,0.839074528935085,0.9332001298351917,0.8828161661123508,0.6221503120545817,0.3767141106533005,0.3767141106533005,0.8211969991393565,0.752597036443
files_changes,0.8394907406587471,0.9327252458334542,0.8828465272603326,0.624700763436253,0.37909023647263485,0.37909023647263485,0.821391186450356,0.752638294394
src_addition,0.8395894644316041,0.9333195623295418,0.8831384723848759,0.629363293655154,0.37885773733503625,0.37885773733503625,0.8218242243176741,0.753719132956
last_10_pr_merged,0.8393454974405916,0.9334617975477093,0.883075618166922,0.6247931113515452,0.37747922443280196,0.37747922443280196,0.8216495477354355,0.754016925588
text_forward_link,0.8392585191578087,0.9336386420064198,0.883107378662169,0.6250828702371757,0.3771071221629276,0.3771071221629276,0.8216609464354904,0.754050836816
